101,2013,277,1216,1003,0,0,0,15.34,99.6,0,15.3,15.35,.053,.08,13.58,0,
101,2013,277,2345,1009,0,4.625,251.7,12.01,90.1,6,10.46,12.02,0,-.002,13.68,0,
101,2013,280,727,1017,0,5.438,176.4,17.29,79.2,7.5,13.66,17.3,.001,.001,13.57,0,
101,2013,282,101,1019,0,4.438,244.8,9.96,82.5,6,7.12,7.79,0,-.001,13.72,.033,
101,2013,282,117,1019,0,3.438,261.6,9.86,83.3,4.5,7.17,8.12,0,-.001,13.73,.033,
101,2013,282,206,1019,0,2.625,241.2,9.64,82.9,3.75,6.893,8.36,0,-.001,13.73,.033,
101,2013,282,416,1018,0,4.313,253.6,8.95,82.6,5.75,6.142,6.621,0,-.002,13.76,.033,
101,2013,282,433,1018,0,4.438,241.3,8.86,83.2,6,6.17,6.423,0,-.002,13.76,.033,
101,2013,282,527,1017,0,3.958,220.1,8.61,84.7,5.75,6.18,6.362,0,-.002,13.77,.033,
101,2013,282,643,1016,0,2.604,229.4,8.47,85.3,3.25,6.142,6.944,0,-.002,13.78,0,
101,2013,282,719,1015,0,5.292,213.3,8.54,84.6,7.25,6.101,5.681,0,-.001,13.78,0,
101,2013,282,806,1014,0,5.646,222.7,8.69,79.7,7.5,5.396,5.718,.008,.013,13.78,0,
101,2013,282,932,1013,0,4.75,241.3,8.61,88.7,6.5,6.858,5.993,.032,.048,13.78,0,
101,2013,282,1005,1013,0,5.167,276.2,9.29,73.1,8,4.834,6.703,.201,.301,13.78,0,
101,2013,282,1049,1014,0,4.542,277,9.23,66.32,5.5,3.323,6.834,.22,.329,13.74,0,
101,2013,282,1312,1013,0,8.19,289.4,9.2,47.87,11,-1.026,5.638,.183,.274,13.71,0,
101,2013,282,1324,1013,0,4,293.3,9.01,49.41,6.75,-1.06,6.941,.336,.504,13.72,.03,
101,2013,282,1607,1012,0,6.25,271.3,9.62,55.28,10.25,1.08,6.748,.186,.279,13.69,.033,
101,2013,282,1627,1012,0,7.88,298.3,9.84,55.91,9.75,1.458,6.53,.189,.284,13.68,.033,
101,2013,282,1702,1013,0,8.4,296.8,9.54,54.82,12.5,.902,6.022,.049,.074,13.7,.033,
101,2013,282,1755,1014,.2,6.313,313.9,9.13,57.32,9,1.141,6.088,.015,.023,13.72,.033,
101,2013,282,1859,1016,0,2.667,312.7,8.5,56.59,4.75,.356,6.993,0,-.001,13.74,.033,
101,2013,282,2012,1017,0,3.854,327,7.55,60.81,7,.468,5.183,0,-.001,13.78,.033,
101,2013,282,2059,1018,0,4.979,306.9,7.02,63.31,8,.535,3.958,0,-.001,13.79,.033,
101,2013,283,149,1021,0,1.063,292.9,5.37,63.83,1.5,-.957,5.119,0,-.002,13.86,.033,
101,2013,283,158,1021,0,2.896,267.1,5.501,63.28,4.25,-.895,3.217,0,-.002,13.87,.033,
101,2013,283,207,1021,0,2.688,302.4,5.635,62.78,4.5,-.906,3.607,0,-.002,13.86,.033,
101,2013,283,310,1021,0,3.917,347.9,5.791,64.62,6.5,-.344,2.957,0,-.002,13.86,.033,
101,2013,283,340,1022,0,1.688,302.8,5.999,64.62,3.5,-.16,5.075,0,-.001,13.85,.033,
101,2013,283,423,1022,0,2.667,299.9,6.059,63.57,3.75,-.335,4.05,0,-.001,13.85,.033,
101,2013,283,458,1022,0,1.792,357.3,6.25,64.56,2.5,.083,5.169,0,-.001,13.84,.033,
101,2013,283,659,1023,0,2.604,324.7,5.717,70.3,3.75,.749,3.85,0,-.003,13.85,0,
101,2013,283,737,1024,0,1.813,274.3,5.135,72.8,2.25,.661,3.868,.002,.002,13.87,0,
101,2013,283,816,1024,0,2.333,314.3,4.995,74.4,3,.822,3.053,.014,.021,13.88,0,
101,2013,283,832,1024,0,3.333,315.2,5.321,73.8,4.25,1.061,2.685,.058,.087,13.88,0,
101,2013,283,837,1024,0,4.083,322.8,5.485,73.4,5,1.127,2.417,.067,.101,13.88,0,
101,2013,283,853,1024,0,3.667,314.4,5.95,71.9,5.25,1.27,3.292,.09,.136,13.88,0,
101,2013,283,939,1025,0,3.021,325.4,6.74,67.77,4.25,1.213,4.611,.157,.236,13.85,0,
101,2013,283,947,1025,0,2.938,312.4,6.849,67.64,5.5,1.27,4.938,.138,.207,13.85,0,
101,2013,283,1146,1026,0,2.625,354.3,8.16,59.96,4.25,.814,6.698,.082,.123,13.8,0,
101,2013,283,1253,1026,0,2.583,34.38,8.81,56.68,4,.696,7.49,.133,.199,13.76,0,
101,2013,283,1308,1026,0,2.229,5.808,8.94,57,4.5,.887,7.91,.083,.124,13.76,0,
101,2013,283,1327,1026,0,1.979,15.93,9.05,55.16,4,.56,8.2,.163,.244,13.75,0,
101,2013,283,1429,1026,0,2,29.99,9.33,53.9,3.75,.471,8.48,.089,.134,13.73,0,
101,2013,283,1555,1026,0,2.75,17.93,9.42,53.02,5,.348,8.03,.057,.086,13.7,0,
101,2013,283,1714,1027,0,1.875,22.77,8.78,56.92,4.75,.771,8.02,.026,.039,13.73,0,
101,2013,283,1730,1027,0,3.146,26.48,8.7,55.41,6,.27,6.968,.024,.036,13.73,0,
101,2013,283,1829,1027,0,3.146,7.35,8.26,56.28,4.5,.065,6.403,.001,.001,13.76,0,
101,2013,283,1932,1028,0,2.542,23.74,7.69,59.07,4,.241,6.273,0,-.002,13.79,0,
101,2013,283,1933,1028,0,2.417,24.03,7.69,58.91,5,.184,6.238,0,-.002,13.78,0,
101,2013,283,1942,1028,0,3.167,5.616,7.6,58.78,5.5,.073,5.77,0,-.003,13.79,0,
101,2013,283,2015,1029,0,2.542,28.94,7.23,61.8,4,.379,5.659,0,-.002,13.8,0,
101,2013,283,2129,1029,0,3.854,47.61,6.983,61.47,6,.069,4.473,0,-.002,13.82,0,
101,2013,283,2141,1029,0,5.25,30.74,6.994,61.4,6.75,.103,3.741,0,-.002,13.83,0,
101,2013,283,2200,1029,0,3.542,42.26,7.04,61.14,5,.119,4.721,0,-.001,13.83,0,
101,2013,284,127,1029,0,3.458,15.9,6.978,68.43,5.25,1.569,4.645,0,-.001,13.81,0,
101,2013,284,205,1030,0,2.042,21.24,7.02,68.89,3.75,1.684,5.811,0,-.001,13.8,0,
101,2013,284,258,1029,0,2.292,12.22,6.981,69.35,4.75,1.765,5.571,0,-.001,13.8,0,
101,2013,284,311,1029,0,2.813,38.08,7.05,69.61,4,1.867,5.154,0,-.001,13.8,0,
101,2013,284,327,1029,0,2.438,15.56,7.11,69.28,4,1.866,5.56,0,-.001,13.8,0,
101,2013,284,445,1030,0,4.063,36.12,7.37,69.15,5.25,2.076,4.778,0,-.001,13.79,0,
101,2013,284,633,1030,0,2.604,19.02,7.49,71.4,3.25,2.66,5.825,0,0,13.78,0,
101,2013,284,758,1031,0,3.792,42.69,7.45,73.7,8.25,3.06,5.209,.005,.008,13.79,0,
101,2013,284,856,1031,0,1.646,41.41,7.67,75.7,3.5,3.65,6.956,.022,.033,13.78,0,
101,2013,284,949,1032,0,1.375,46.98,8.19,77.1,3,4.419,7.81,.035,.053,13.77,0,
101,2013,284,1027,1032,0,2.438,45.41,8.57,75.9,4.75,4.592,7.33,.058,.088,13.76,0,
101,2013,284,1533,1032,0,2.688,53,9.48,69.85,4,4.262,8.17,.06,.09,13.7,0,
101,2013,284,1537,1032,0,3.792,46.07,9.31,70.3,5.25,4.187,7.33,.061,.092,13.7,0,
101,2013,284,1716,1032,0,3.292,52.12,9.04,71.4,4.75,4.148,7.25,.016,.024,13.72,0,
101,2013,284,2245,1031,0,2.854,49.7,8.89,70.5,4.5,3.829,7.36,0,-.001,13.75,0,
101,2013,284,2250,1031,0,1.771,57.09,8.89,71.3,3,3.983,8.13,0,-.001,13.75,0,
101,2013,285,54,1031,0,2.063,62.13,9.12,73.8,2.75,4.706,8.16,0,-.001,13.74,0,
101,2013,285,139,1031,0,1.854,53.68,9.02,75.8,2.5,4.991,8.22,0,-.001,13.74,0,
101,2013,285,147,1031,0,2.688,45.03,9.03,75.5,4.75,4.96,7.7,0,-.001,13.74,0,
101,2013,285,158,1031,0,2.208,40.53,9.08,75,4.25,4.883,8.09,0,-.001,13.74,0,
101,2013,285,229,1030,0,2.354,31.38,8.69,80.7,3.75,5.554,7.44,0,0,13.74,0,
